ID,W8,starttime,endtime,pi1grid21,pi1a21,pi1b21,pi1c21,likelihood,senvote,senvote_other,plaidMotivation,reformMotivation,E_grid,E_grid_1,E_grid_2,E_grid_3,age,profile_gender,profile_socialgrade_cie,profile_education_level,media_source_main,ethnicity_new,profile_religion,profile_work_stat,NSsec_census_15categories,NSsec_census_9categories,profile_gross_household,profile_gross_personal,senedd_vote_2021,pcon_may24,profile_oslaua
1755,.679233446,26-Nov-2025 12:39:53.93,26-Nov-2025 13:23:36.61,1,Not very interested,Fairly interested,Not very interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,1,10 – Very strongly,0 – Not at all,32,Female,C1,Prefer not to say,Social network websites,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working part time (8-29 hours a week),L12: Semi-routine occupations,L12 Semi-routine occupations,Prefer not to answer,Prefer not to answer,"Yes, I did",Swansea West,Swansea
1756,.494649575,1-Dec-2025 15:39:51.66,1-Dec-2025 17:55:02.80,1,Very interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,At least it’s something new and they can’t make a worse mess than anyone else,1,10 – Very strongly,8,0 – Not at all,59,Male,A,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A newspaper's website,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£100,000 to £149,999 per year","£70,000 to £99,999 per year","Yes, I did",Clwyd North,Denbighshire
1757,.817159238,10-Dec-2025 11:32:37.76,10-Dec-2025 11:43:36.34,1,Fairly interested,Fairly interested,Not very interested,7,Welsh Liberal Democrat,,,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,67,Male,E,City & Guilds certificate,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L8: Employers in small establishments,L8 and L9 Small employers and own account workers,"£35,000 to £39,999 per year","£25,000 to £29,999 per year","Yes, I did",Cardiff South and Penarth,The Vale of Glamorgan
1758,1.339277042,30-Nov-2025 21:16:46.37,30-Nov-2025 21:45:56.87,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,10 – Very strongly,0 – Not at all,39,Male,B,University diploma,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working full time (30 or more hours per week),L6: Higher supervisory occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£35,000 to £39,999 per year","£30,000 to £34,999 per year","Yes, I did",Newport East,Newport
1759,.597868561,5-Dec-2025 17:34:46.35,5-Dec-2025 17:47:25.01,1,Fairly interested,Fairly interested,Fairly interested,9,Don't know,,,,1,6,8,4,56,Female,D,"Other technical, professional or higher qualification",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working part time (8-29 hours a week),L7: Intermediate occupations,L7 Intermediate occupations,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","Yes, I did",Llanelli,Carmarthenshire
1760,.742178042,2-Dec-2025 17:43:14.86,2-Dec-2025 17:55:02.40,1,Fairly interested,Fairly interested,Not very interested,10 – Absolutely certain to vote,,,,,1,4,10 – Very strongly,0 – Not at all,61,Female,E,Prefer not to say,Radio,English / Welsh / Scottish / Northern Irish / British,Prefer not to say,Retired,L7: Intermediate occupations,L7 Intermediate occupations,Prefer not to answer,Prefer not to answer,"Yes, I did",Aberafan Maesteg,Neath Port Talbot
1761,.914296797,6-Dec-2025 21:32:42.86,6-Dec-2025 21:43:07.42,1,Not at all interested,Not very interested,Fairly interested,9,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,6,10 – Very strongly,3,48,Male,C1,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£35,000 to £39,999 per year","£25,000 to £29,999 per year","Yes, I did",Ceredigion Preseli,Ceredigion
1762,1.048723323,3-Dec-2025 11:34:36.23,3-Dec-2025 11:52:25.37,1,Fairly interested,Fairly interested,Not very interested,6,Plaid Cymru,,Some other reason,,1,8,0 – Not at all,6,24,Male,C2,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",Social network websites,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,Prefer not to answer,"£25,000 to £29,999 per year","No, I did not",Ceredigion Preseli,Ceredigion
1763,.984320045,26-Nov-2025 19:07:07.58,26-Nov-2025 22:11:21.38,1,Fairly interested,Fairly interested,Fairly interested,8,Wales Green,,,,1,10 – Very strongly,0 – Not at all,10 – Very strongly,29,Male,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Radio,White and Black Caribbean,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations",Prefer not to answer,Prefer not to answer,"No, I did not",Alyn and Deeside,Flintshire
1764,.697484452,28-Nov-2025 22:53:39.01,28-Nov-2025 23:07:45.56,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,Nigel Farage is the only leader who understands ordinary people’s problems,1,10 – Very strongly,0 – Not at all,10 – Very strongly,54,Male,C2,ONC,Radio,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L9: Own account workers,L8 and L9 Small employers and own account workers,"£40,000 to £44,999 per year","£35,000 to £39,999 per year","Yes, I did","Brecon, Radnor and Cwm Tawe",Powys
1765,.495739703,8-Dec-2025 17:30:29.30,8-Dec-2025 17:47:41.93,1,Not very interested,Fairly interested,Not very interested,10 – Absolutely certain to vote,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,0 – Not at all,9,69,Male,C2,City & Guilds certificate - advanced,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L7: Intermediate occupations,L7 Intermediate occupations,"£5,000 to £9,999 per year","£10,000 to £14,999 per year","No, I did not",Cardiff West,Cardiff
1766,.86265834,9-Dec-2025 10:29:00.87,9-Dec-2025 10:36:54.14,1,Very interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Welsh Conservative,,,,1,10 – Very strongly,0 – Not at all,4,74,Male,C2,GCE A level or Higher Certificate,A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,Yes - Judaism,Retired,L6: Higher supervisory occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£20,000 to £24,999 per year","£15,000 to £19,999 per year","Yes, I did",Vale of Glamorgan,The Vale of Glamorgan
1767,.695207416,27-Nov-2025 12:12:12.91,27-Nov-2025 12:26:45.01,1,Fairly interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Welsh Conservative,,,,1,10 – Very strongly,0 – Not at all,0 – Not at all,45,Female,E,Prefer not to say,Don't know,English / Welsh / Scottish / Northern Irish / British,Yes - Roman Catholic,Other,L12: Semi-routine occupations,L12 Semi-routine occupations,Don't know,Prefer not to answer,Can't remember,Newport West and Islwyn,Caerphilly
1768,1.21525856,28-Nov-2025 22:18:01.46,28-Nov-2025 22:31:49.01,1,Fairly interested,Very interested,Very interested,10 – Absolutely certain to vote,Plaid Cymru,,Rhun ap Iorwerth is the only leader who understands ordinary people’s problems,,1,4,10 – Very strongly,0 – Not at all,41,Male,E,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,Yes - Other,Unemployed,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,"£20,000 to £24,999 per year","£20,000 to £24,999 per year","Yes, I did",Blaenau Gwent and Rhymney,Blaenau Gwent
1769,.551371251,28-Nov-2025 10:58:39.07,28-Nov-2025 11:15:26.31,1,Very interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,Some other reason,,1,8,10 – Very strongly,2,79,Female,C1,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working part time (Less than 8 hours a week),L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£50,000 to £59,999 per year","£35,000 to £39,999 per year","Yes, I did",Ceredigion Preseli,Ceredigion
1770,1.010336224,1-Dec-2025 20:06:19.59,1-Dec-2025 20:23:18.90,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Welsh Conservative,,,,1,8,7,2,72,Male,C1,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£50,000 to £59,999 per year","£35,000 to £39,999 per year","Yes, I did",Newport West and Islwyn,Newport
1771,1.856576186,2-Dec-2025 09:09:57.79,2-Dec-2025 09:30:17.96,1,Not very interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,70,Female,E,No formal qualifications,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L9: Own account workers,L8 and L9 Small employers and own account workers,"under £5,000 per year","under £5,000 per year","Yes, I did",Aberafan Maesteg,Neath Port Talbot
1772,.658191615,10-Dec-2025 11:05:32.36,10-Dec-2025 11:21:07.11,1,Very interested,Fairly interested,Very interested,10 – Absolutely certain to vote,Plaid Cymru,,They are best placed to stop Reform UK,,1,7,10 – Very strongly,0 – Not at all,63,Female,B,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working part time (8-29 hours a week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£50,000 to £59,999 per year","£20,000 to £24,999 per year","Yes, I did","Brecon, Radnor and Cwm Tawe",Neath Port Talbot
1773,.519149584,8-Dec-2025 16:26:32.54,8-Dec-2025 16:41:46.51,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,Don’t know,10 – Very strongly,66,Female,D,No formal qualifications,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Other,Retired,L13: Routine occupations,L13 Routine occupations,"£35,000 to £39,999 per year","£30,000 to £34,999 per year",Can't remember,Clwyd North,Denbighshire
1774,2.247507306,27-Nov-2025 10:17:41.36,27-Nov-2025 11:22:45.31,1,Not very interested,Not at all interested,Not very interested,2,Would not vote,,,,1,9,9,0 – Not at all,41,Male,A,GCE A level or Higher Certificate,A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£30,000 to £34,999 per year","£20,000 to £24,999 per year","No, I did not",Merthyr Tydfil and Aberdare,Merthyr Tydfil
1775,.519503834,1-Dec-2025 11:06:10.43,1-Dec-2025 11:21:29.46,1,Not at all interested,Not at all interested,Not at all interested,10 – Absolutely certain to vote,Welsh Liberal Democrat,,,,1,10 – Very strongly,9,10 – Very strongly,71,Male,E,No formal qualifications,A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£10,000 to £14,999 per year","£10,000 to £14,999 per year","No, I did not",Montgomeryshire and Glyndwr,Powys
1776,.646355798,27-Nov-2025 08:57:40.39,27-Nov-2025 09:12:43.78,1,Very interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Welsh Conservative,,,,1,10 – Very strongly,5,8,74,Female,C2,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£25,000 to £29,999 per year","£10,000 to £14,999 per year","Yes, I did",Caerfyrddin,Carmarthenshire
1777,1.889927531,5-Dec-2025 17:47:54.10,5-Dec-2025 18:03:07.53,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,7,10 – Very strongly,0 – Not at all,47,Male,C2,University diploma,Radio,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working full time (30 or more hours per week),L6: Higher supervisory occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations",Prefer not to answer,Prefer not to answer,"Yes, I did",Torfaen,Torfaen
1778,.733067484,1-Dec-2025 18:57:25.78,1-Dec-2025 19:25:11.59,1,Fairly interested,Fairly interested,Not very interested,10 – Absolutely certain to vote,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,0 – Not at all,8,59,Male,D,City & Guilds certificate,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working part time (8-29 hours a week),L9: Own account workers,L8 and L9 Small employers and own account workers,"£10,000 to £14,999 per year","£5,000 to £9,999 per year","Yes, I did",Dwyfor Meirionnydd,Gwynedd
1779,.581048745,28-Nov-2025 10:37:18.54,28-Nov-2025 11:51:42.79,1,Fairly interested,Not very interested,Not very interested,9,Welsh Conservative,,,,1,10 – Very strongly,2,10 – Very strongly,69,Female,C2,City & Guilds certificate - advanced,A newspaper's website,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L10: Lower supervisory occupations,L10 and L11 Lower supervisory and technical occupations,"£45,000 to £49,999 per year","£20,000 to £24,999 per year","Yes, I did",Caerfyrddin,Carmarthenshire
1780,.875668882,6-Dec-2025 09:50:31.95,6-Dec-2025 10:16:04.59,1,Fairly interested,Fairly interested,Not very interested,8,Welsh Conservative,,,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,61,Female,C1,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L10: Lower supervisory occupations,L10 and L11 Lower supervisory and technical occupations,Prefer not to answer,Prefer not to answer,"No, I did not",Blaenau Gwent and Rhymney,Blaenau Gwent
1781,.702035106,30-Nov-2025 11:50:56.74,30-Nov-2025 12:04:01.01,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,They are best placed to stop Plaid Cymru,1,9,2,2,72,Male,E,City & Guilds certificate,Radio,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","Yes, I did",Montgomeryshire and Glyndwr,Powys
1782,.804222582,30-Nov-2025 16:45:19.10,30-Nov-2025 16:59:18.72,1,Fairly interested,Fairly interested,Not very interested,10 – Absolutely certain to vote,Welsh Conservative,,,,1,10 – Very strongly,0 – Not at all,0 – Not at all,71,Male,C1,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L6: Higher supervisory occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£25,000 to £29,999 per year","£35,000 to £39,999 per year","Yes, I did",Torfaen,Torfaen
1783,.776196303,28-Nov-2025 09:12:20.64,28-Nov-2025 09:37:45.85,1,Fairly interested,Not very interested,Not very interested,1,Would not vote,,,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,66,Male,A,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Methodist,Retired,L5: Lower managerial and administrative occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£40,000 to £44,999 per year","£40,000 to £44,999 per year","Yes, I did",Mid and South Pembrokeshire,Pembrokeshire
1784,3.198974634,8-Dec-2025 19:01:24.77,8-Dec-2025 19:15:12.07,1,Not at all interested,Not at all interested,Not at all interested,0 – Certain NOT to vote,Would not vote,,,,1,6,8,0 – Not at all,56,Male,E,No formal qualifications,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,"£5,000 to £9,999 per year","under £5,000 per year","No, I did not",Wrexham,Wrexham
1785,.935613913,7-Dec-2025 20:38:59.78,7-Dec-2025 21:04:05.74,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,At least it’s something new and they can’t make a worse mess than anyone else,,1,10 – Very strongly,10 – Very strongly,5,65,Male,C2,University diploma,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working part time (8-29 hours a week),L13: Routine occupations,L13 Routine occupations,"£40,000 to £44,999 per year","£35,000 to £39,999 per year","Yes, I did",Mid and South Pembrokeshire,Pembrokeshire
1786,.782164488,3-Dec-2025 09:35:25.56,3-Dec-2025 09:53:35.28,1,Fairly interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Would not vote,,,,1,8,10 – Very strongly,2,68,Male,C2,"Other technical, professional or higher qualification",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£70,000 to £99,999 per year","£60,000 to £69,999 per year","No, I did not",Newport West and Islwyn,Newport
1787,.61623176,29-Nov-2025 20:08:48.06,29-Nov-2025 20:17:59.67,1,Not at all interested,Not at all interested,Not at all interested,10 – Absolutely certain to vote,Plaid Cymru,,At least it’s something new and they can’t make a worse mess than anyone else,,1,8,3,8,74,Female,C1,City & Guilds certificate - advanced,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L12: Semi-routine occupations,L12 Semi-routine occupations,Prefer not to answer,"£5,000 to £9,999 per year","Yes, I did",Bangor Aberconwy,Conwy
1788,.532620315,7-Dec-2025 10:42:27.03,7-Dec-2025 10:54:01.22,1,Fairly interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,2,0 – Not at all,66,Female,C2,Teaching qualification (not degree),A newspaper's website,English / Welsh / Scottish / Northern Irish / British,Prefer not to say,Working full time (30 or more hours per week),L9: Own account workers,L8 and L9 Small employers and own account workers,"£25,000 to £29,999 per year","£10,000 to £14,999 per year","Yes, I did",Neath and Swansea East,Neath Port Talbot
1789,1.167277533,2-Dec-2025 08:57:25.36,2-Dec-2025 09:16:57.17,1,Not very interested,Fairly interested,Fairly interested,6,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,8,10 – Very strongly,0 – Not at all,68,Male,C2,Recognised trade apprenticeship completed,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Baptist,Retired,L11: Lower technical occupations,L10 and L11 Lower supervisory and technical occupations,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","Yes, I did",Mid and South Pembrokeshire,Pembrokeshire
1790,.513047097,6-Dec-2025 13:39:58.59,6-Dec-2025 14:02:27.99,1,Fairly interested,Very interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,10 – Very strongly,5,9,78,Male,C1,Scottish Ordinary/ Lower Certificate,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Methodist,Retired,L5: Lower managerial and administrative occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations",Prefer not to answer,Prefer not to answer,"No, I did not",Clwyd North,Conwy
1791,1.032437808,8-Dec-2025 13:09:01.16,8-Dec-2025 13:21:07.16,1,Fairly interested,Not at all interested,Very interested,10 – Absolutely certain to vote,Welsh Liberal Democrat,,,,1,10 – Very strongly,0 – Not at all,10 – Very strongly,48,Male,C2,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working part time (8-29 hours a week),L13: Routine occupations,L13 Routine occupations,"£40,000 to £44,999 per year",Prefer not to answer,"Yes, I did",Ceredigion Preseli,Ceredigion
1792,2.791455093,5-Dec-2025 18:25:46.18,5-Dec-2025 18:39:32.46,1,Fairly interested,Fairly interested,Fairly interested,8,Plaid Cymru,,They are best placed to stop Reform UK,,1,6,7,0 – Not at all,20,Female,C1,GCE A level or Higher Certificate,A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"Yes - Evangelical – independent/non-denominational (e.g. FIEC, Pioneer, Vineyard, Newfrontiers)",Full time student,L15: Full-time students,L15 Full-time students,Don't know,Don't know,"No, I did not",Bridgend,Bridgend
1793,.933024218,1-Dec-2025 11:28:44.66,1-Dec-2025 11:45:17.79,1,Fairly interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,They are best placed to stop Reform UK,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,49,Male,A,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working part time (Less than 8 hours a week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£50,000 to £59,999 per year","£50,000 to £59,999 per year","Yes, I did",Wrexham,Wrexham
1794,.377207748,9-Dec-2025 09:37:30.69,9-Dec-2025 09:53:55.38,1,Fairly interested,Fairly interested,Very interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,8,0 – Not at all,10 – Very strongly,66,Male,B,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L6: Higher supervisory occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£15,000 to £19,999 per year","£15,000 to £19,999 per year","Yes, I did",Monmouthshire,Monmouthshire
1795,1.112875435,26-Nov-2025 09:07:43.21,26-Nov-2025 09:20:00.30,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,Nigel Farage is the only leader who understands ordinary people’s problems,1,10 – Very strongly,10 – Very strongly,0 – Not at all,65,Male,C1,City & Guilds certificate,A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L7: Intermediate occupations,L7 Intermediate occupations,Prefer not to answer,Prefer not to answer,"No, I did not",Clwyd East,Denbighshire
1796,1.489720378,3-Dec-2025 22:05:25.88,3-Dec-2025 22:34:15.66,1,Fairly interested,Fairly interested,Not very interested,10 – Absolutely certain to vote,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,0 – Not at all,10 – Very strongly,58,Female,C2,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working part time (8-29 hours a week),L9: Own account workers,L8 and L9 Small employers and own account workers,"£20,000 to £24,999 per year","£20,000 to £24,999 per year","No, I did not","Brecon, Radnor and Cwm Tawe",Powys
1797,.958438323,8-Dec-2025 15:00:58.66,8-Dec-2025 15:12:26.32,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,6,0 – Not at all,6,49,Male,E,"CSE grade 1, GCE O level, GCSE, School Certificate",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L9: Own account workers,L8 and L9 Small employers and own account workers,Don't know,Don't know,"Yes, I did","Brecon, Radnor and Cwm Tawe",Powys
1798,1.068120644,2-Dec-2025 10:26:47.73,2-Dec-2025 10:31:57.56,1,Not very interested,Not very interested,Not very interested,6,Don't know,,,,1,10 – Very strongly,0 – Not at all,10 – Very strongly,39,Female,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£40,000 to £44,999 per year","£30,000 to £34,999 per year","No, I did not",Clwyd North,Conwy
1799,2.369786054,26-Nov-2025 08:57:25.34,26-Nov-2025 09:07:16.35,1,Not very interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Plaid Cymru,,Devolution is at risk unless we keep the pressure up,,1,6,10 – Very strongly,0 – Not at all,59,Male,D,No formal qualifications,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working part time (8-29 hours a week),L12: Semi-routine occupations,L12 Semi-routine occupations,"£20,000 to £24,999 per year","£20,000 to £24,999 per year","Yes, I did",Rhondda and Ogmore,Bridgend
1800,.979964049,9-Dec-2025 12:39:52.46,9-Dec-2025 12:45:54.98,1,Not very interested,Not at all interested,Not at all interested,4,Don't know,,,,1,10 – Very strongly,10 – Very strongly,10 – Very strongly,58,Female,D,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L7: Intermediate occupations,L7 Intermediate occupations,"under £5,000 per year","under £5,000 per year","No, I did not",Clwyd East,Flintshire
1801,8.409698084,7-Dec-2025 22:07:47.77,7-Dec-2025 22:19:48.97,1,Not very interested,Not very interested,Not at all interested,0 – Certain NOT to vote,Would not vote,,,,1,10 – Very strongly,10 – Very strongly,10 – Very strongly,25,Male,C2,"CSE grade 1, GCE O level, GCSE, School Certificate",Radio,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L13: Routine occupations,L13 Routine occupations,Don't know,Don't know,"No, I did not",Rhondda and Ogmore,Bridgend
1802,3.543676946,3-Dec-2025 09:47:17.94,3-Dec-2025 09:52:16.91,1,Not very interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Don't know,,,,1,5,5,5,18,Female,C2,GCE A level or Higher Certificate,Television,,"No, I do not regard myself as belonging to any particular religion.",Full time student,L15: Full-time students,L15 Full-time students,"£35,000 to £39,999 per year","£35,000 to £39,999 per year","No, I did not",Cardiff East,Cardiff
1803,2.546894957,6-Dec-2025 16:32:57.77,6-Dec-2025 16:48:28.93,1,Not very interested,Not very interested,Not very interested,0 – Certain NOT to vote,Would not vote,,,,1,6,10 – Very strongly,0 – Not at all,29,Female,C2,Don't know,Radio,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,Prefer not to answer,"£20,000 to £24,999 per year","No, I did not",Clwyd East,Flintshire
1804,.775348984,7-Dec-2025 10:55:25.64,7-Dec-2025 11:09:12.57,1,Fairly interested,Fairly interested,Fairly interested,7,Don't know,,,,1,8,5,5,43,Female,C2,University diploma,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,"£25,000 to £29,999 per year","£25,000 to £29,999 per year","Yes, I did",Ynys Mon,Isle of Anglesey
